,0,C,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62
10,1,12.787,13.427999999999999,7.8229999999999995,7.955,16.042,15.34,17.619,11.078,11.607000000000001,7.832999999999999,1.6480000000000001,7.914,7.832999999999999,4.059,-2.563,15.422,1.577,0.539,-1.973,-0.071,-0.8240000000000001,-1.038,-1.689,-0.8140000000000001,0.142,0.315,-5.107,-2.909,-0.905,-0.6920000000000001,-2.96,12.97,11.870999999999999,10.447000000000001,9.389,11.21,1.4140000000000001,8.748,14.800999999999998,5.992000000000001,6.662999999999999,5.056,-0.631,12.878,13.692,-4.934,-5.005,16.469,-0.498,-1.129,-2.991,-1.261,2.35,1.119,-3.51,-1.068,9.633,-1.2409999999999999,-2.6039999999999996,1.851,0.264,-0.966,-3.235
11,1,10.834000000000001,10.985999999999999,6.358,6.49,14.089,12.41,15.665999999999999,8.636000000000001,11.607000000000001,8.809,3.6010000000000004,5.961,8.809,2.106,-1.587,14.933,4.018,-1.4140000000000001,-0.997,-1.536,-0.336,-2.0140000000000002,-1.2,-2.279,-0.8340000000000001,-0.6609999999999999,-5.595,-4.374,-1.882,-2.645,-4.425,10.04,9.43,8.006,8.901,8.769,2.391,7.284,12.36,3.55,9.104,3.103,1.3219999999999998,9.949,12.716,-5.422000000000001,-5.005,14.027999999999999,0.478,-2.106,-2.502,-2.238,3.815,0.142,-4.486000000000001,-2.045,8.657,-3.194,-4.5569999999999995,0.387,-0.22399999999999998,-0.966,-4.211
12,1,9.857000000000001,10.01,7.334,6.49,12.624,10.457,13.224,7.172000000000001,11.607000000000001,9.298,6.042000000000001,4.008,9.298,2.106,0.8540000000000001,14.933,5.971,-2.8789999999999996,-0.02,-2.024,0.153,-2.991,-1.689,-3.255,-1.811,-0.17300000000000001,-6.082999999999999,-5.351,-2.858,-4.598,-6.377999999999999,9.064,8.942,7.029,9.389,7.792000000000001,4.343999999999999,6.307,10.895,2.574,11.546,2.614,4.252,7.996,12.227,-3.957,-4.0280000000000005,12.075,1.455,-2.106,-2.502,-2.238,4.791,-0.8340000000000001,-5.9510000000000005,-3.51,7.192,-4.659,-6.022,-1.078,-0.7120000000000001,-0.478,-6.165
13,1,9.857000000000001,10.01,8.311,7.4670000000000005,11.648,9.969,11.759,6.683,12.095,9.786,8.484,3.031,9.786,3.082,2.8080000000000003,13.957,7.436,-2.8789999999999996,0.956,-1.048,0.153,-3.4789999999999996,-2.177,-3.255,-3.2760000000000002,0.315,-7.06,-5.8389999999999995,-2.858,-5.575,-7.355,9.064,8.942,7.029,10.366,7.792000000000001,6.297000000000001,5.33,10.895,2.574,13.011,2.614,6.694,7.507000000000001,11.739,-1.516,-2.563,11.587,1.455,-1.617,-3.4789999999999996,-1.75,5.28,-1.3219999999999998,-7.416,-3.998,5.727,-6.124,-7.487,-2.055,-1.689,-0.478,-7.629
14,1,9.369,9.033,9.288,7.955,11.159,9.481,11.270999999999999,6.683,11.119000000000002,9.298,9.46,2.543,9.298,4.059,3.2960000000000003,11.027000000000001,7.9239999999999995,-2.391,0.956,-0.5589999999999999,-0.336,-3.967,-3.153,-3.255,-4.252,0.804,-8.036,-5.8389999999999995,-3.347,-6.063,-8.331,8.575,9.43,7.029,10.366,8.28,6.297000000000001,4.354,10.405999999999999,2.574,13.499,3.103,7.182,7.507000000000001,11.251,-0.051,-2.563,11.587,1.455,-2.106,-4.456,-1.261,5.28,-0.8340000000000001,-8.392000000000001,-4.486000000000001,5.239,-6.124,-7.975,-3.031,-2.177,-0.478,-8.606
15,1,8.392000000000001,7.568,8.311,6.002000000000001,10.183,9.481,11.270999999999999,6.683,10.63,8.809,8.484,3.031,8.809,3.082,0.8540000000000001,7.121,6.9479999999999995,-2.391,-0.02,-1.048,-1.3119999999999998,-4.456,-4.618,-3.255,-6.205,0.804,-9.501,-6.816,-4.812,-5.575,-8.82,7.111000000000001,9.43,6.053,9.878,7.303999999999999,4.343999999999999,2.889,9.43,3.062,12.522,2.614,6.205,7.507000000000001,10.274000000000001,-0.051,-3.54,10.122,-0.01,-3.082,-5.92,-2.238,4.791,-0.8340000000000001,-9.369,-4.974,6.215,-6.124,-7.975,-3.52,-3.153,-0.966,-9.094
16,1,5.9510000000000005,5.127000000000001,5.87,3.072,8.23,8.016,11.270999999999999,5.707000000000001,9.165,8.809,6.531000000000001,4.008,8.809,0.6409999999999999,-2.563,3.215,5.971,-2.8789999999999996,-1.973,-2.024,-2.289,-4.944,-5.595,-4.232,-7.67,-0.6609999999999999,-10.478,-7.792000000000001,-6.276,-5.575,-9.308,4.181,7.477,3.611,7.9239999999999995,5.8389999999999995,1.902,0.9359999999999999,6.989,2.574,11.058,1.6380000000000001,3.764,7.019,9.298,-2.492,-5.981,8.657,-1.475,-5.035,-7.385,-3.7030000000000003,4.303,-0.8340000000000001,-9.857000000000001,-6.439,7.68,-7.1,-8.952,-4.496,-4.13,-1.943,-9.583
17,1,3.51,2.197,2.94,0.142,6.276,6.063,10.783,4.73,7.7010000000000005,8.321,4.0889999999999995,4.008,8.321,-1.801,-5.981,1.261,4.506,-3.367,-2.95,-3.977,-3.265,-5.432,-7.06,-5.697,-8.647,-3.103,-10.966,-9.745,-7.7410000000000005,-7.039,-10.284,0.275,5.035,1.17,5.971,3.886,-1.0270000000000001,-0.529,4.059,1.597,9.593,0.17300000000000001,1.811,6.531000000000001,8.321,-5.422000000000001,-7.935,6.704,-2.452,-6.5,-7.874,-6.144,3.815,-0.8340000000000001,-10.345,-8.881,8.657,-9.054,-10.905,-5.473,-5.595,-2.92,-10.559000000000001
18,1,0.58,0.244,0.498,-1.3219999999999998,4.323,4.11,10.295,3.265,6.724,8.321,3.113,4.008,8.321,-3.7539999999999996,-7.446000000000001,0.285,4.018,-3.855,-3.438,-5.442,-3.265,-5.92,-7.06,-6.672999999999999,-9.135,-5.544,-10.966,-10.722000000000001,-9.206,-9.481,-11.749,-3.1430000000000002,1.617,-1.272,4.506,1.933,-2.004,-1.994,1.129,1.109,9.104,-0.804,0.34600000000000003,5.066,7.345,-7.375,-8.423,4.751,-2.452,-6.5,-6.897,-7.121,3.326,-0.8340000000000001,-11.81,-10.834000000000001,8.657,-11.007,-13.345999999999998,-5.961,-6.082999999999999,-2.92,-12.512
19,1,-1.3730000000000002,-1.2209999999999999,-0.478,-2.299,3.347,3.133,8.83,2.7769999999999997,6.724,7.832999999999999,2.625,3.031,7.832999999999999,-4.242,-6.47,0.285,4.018,-3.855,-2.4619999999999997,-4.954,-3.265,-5.432,-6.082999999999999,-6.672999999999999,-8.647,-6.521,-9.988999999999999,-11.21,-9.206,-10.946,-13.214,-5.585,-0.336,-2.248,4.018,0.956,-2.004,-2.97,-0.336,1.109,9.593,-0.804,0.8340000000000001,4.0889999999999995,7.345,-7.8629999999999995,-8.423,3.7739999999999996,-0.987,-5.035,-5.432,-7.121,3.815,-0.8340000000000001,-12.299000000000001,-11.81,7.192,-12.472000000000001,-14.811,-5.473,-6.082999999999999,-2.92,-13.489
20,1,-1.8619999999999999,-1.2209999999999999,0.498,-2.299,3.347,2.645,8.341000000000001,2.289,7.7010000000000005,7.832999999999999,3.6010000000000004,2.543,7.832999999999999,-2.7769999999999997,-4.0280000000000005,-0.203,4.995,-3.367,-0.509,-3.977,-2.289,-4.944,-4.618,-5.207999999999999,-7.67,-5.544,-8.525,-10.722000000000001,-7.7410000000000005,-11.434000000000001,-13.702,-6.561,-0.8240000000000001,-2.736,4.018,0.46799999999999997,-0.539,-3.4589999999999996,-0.8240000000000001,1.109,10.569,0.17300000000000001,1.811,3.6010000000000004,7.345,-6.399,-6.47,3.7739999999999996,0.966,-3.082,-2.991,-5.167999999999999,3.815,-0.34600000000000003,-12.299000000000001,-11.322000000000001,6.215,-12.472000000000001,-15.299000000000001,-4.496,-4.618,-2.431,-13.977
21,1,-0.397,-0.732,2.452,-2.787,4.323,3.133,7.853,2.7769999999999997,8.677,8.321,5.553999999999999,1.567,8.321,-1.801,-1.099,-0.6920000000000001,5.971,-3.367,1.444,-2.024,-1.3119999999999998,-3.967,-2.665,-3.7430000000000003,-7.182,-3.591,-6.571000000000001,-9.257,-6.765,-9.969,-13.702,-5.096,0.6409999999999999,-2.248,5.483,0.956,0.9259999999999999,-2.4819999999999998,0.6409999999999999,1.109,12.034,1.149,3.764,3.6010000000000004,7.832999999999999,-5.422000000000001,-4.0280000000000005,4.751,1.943,-2.106,-1.038,-3.215,4.303,-0.34600000000000003,-11.81,-8.881,4.751,-11.495,-14.811,-3.52,-2.665,-2.431,-13.489
22,1,2.533,1.2209999999999999,5.87,-1.811,6.276,5.086,8.83,3.265,10.142000000000001,8.809,7.019,2.055,8.809,-0.336,1.3430000000000002,-0.6920000000000001,6.46,-3.367,2.909,-1.048,-0.8240000000000001,-3.967,-1.689,-2.279,-6.694,-1.149,-4.618,-7.792000000000001,-6.276,-8.016,-13.214,-2.167,3.571,-0.295,7.9239999999999995,1.933,3.367,-1.0170000000000001,2.594,1.109,13.499,1.6380000000000001,5.229,4.578,9.298,-4.934,-2.075,5.727,2.431,-1.617,-0.061,-1.261,4.791,-0.34600000000000003,-10.834000000000001,-6.439,4.751,-10.517999999999999,-13.835,-2.543,-1.689,-2.431,-13.0
23,1,5.462999999999999,4.15,8.799,1.119,8.718,7.039,10.295,5.218999999999999,11.119000000000002,9.786,8.484,2.543,9.786,1.129,3.2960000000000003,0.773,6.46,-3.367,2.909,-0.5589999999999999,-0.8240000000000001,-3.967,-1.689,-2.279,-6.694,0.315,-3.642,-7.303999999999999,-6.276,-6.063,-12.725999999999999,1.74,6.989,2.146,9.878,3.886,4.832,1.4240000000000002,5.524,2.085,13.987,2.126,5.7170000000000005,6.042000000000001,10.763,-3.957,-0.61,8.169,1.943,-1.617,-0.061,-0.773,4.303,-0.34600000000000003,-10.834000000000001,-4.974,5.727,-10.517999999999999,-13.835,-3.031,-1.2,-2.431,-13.0
24,1,8.881,7.08,10.752,4.537,10.671,9.481,12.248,7.172000000000001,12.095,9.786,8.972000000000001,4.008,9.786,1.617,4.272,4.191,5.971,-2.8789999999999996,2.421,-0.071,-1.3119999999999998,-3.967,-2.177,-2.279,-7.182,1.2919999999999998,-3.642,-7.303999999999999,-7.252999999999999,-5.575,-13.214,5.646,9.43,5.0760000000000005,11.342,6.816,6.785,4.354,7.965,3.062,13.499,2.614,5.229,8.484,11.251,-2.492,-0.122,10.122,1.455,-1.617,-1.038,-0.773,3.815,0.142,-10.834000000000001,-3.998,6.704,-11.007,-13.835,-3.52,-1.689,-2.92,-13.489
25,1,10.345,9.521,11.729000000000001,7.955,11.648,11.434000000000001,13.224,9.125,11.607000000000001,9.298,8.484,5.473,9.298,3.082,4.272,8.097000000000001,4.506,-1.4140000000000001,0.956,0.41700000000000004,-1.801,-3.967,-2.665,-2.767,-6.694,1.78,-4.13,-7.792000000000001,-7.7410000000000005,-6.063,-13.702,8.575,10.405999999999999,8.006,11.831,9.745,7.273,6.307,9.918,5.015,12.522,4.079,4.252,10.437000000000001,11.739,-0.539,-0.61,11.587,0.478,-0.153,-2.0140000000000002,-0.285,2.838,0.631,-11.322000000000001,-4.486000000000001,7.68,-11.007,-14.323,-3.52,-2.177,-2.92,-13.489
26,1,10.834000000000001,10.985999999999999,11.241,10.395999999999999,11.648,12.41,13.713,11.078,11.119000000000002,8.321,7.996,6.938,8.321,4.059,4.272,11.515,3.042,-0.43700000000000006,-0.02,1.3940000000000001,-1.801,-2.991,-2.665,-2.767,-6.205,2.7569999999999997,-4.618,-8.769,-7.252999999999999,-6.551,-13.702,11.017000000000001,10.405999999999999,10.447000000000001,11.342,12.675,7.7620000000000005,8.26,10.895,6.968,11.058,6.032,3.764,11.902000000000001,11.739,1.4140000000000001,-1.099,12.075,0.478,0.8240000000000001,-2.0140000000000002,-0.285,1.8619999999999999,1.607,-11.322000000000001,-4.974,8.169,-11.007,-14.323,-3.52,-1.689,-2.431,-13.977
27,1,11.322000000000001,11.475,11.729000000000001,11.860999999999999,11.648,12.899000000000001,13.224,12.054,10.63,7.832999999999999,7.507000000000001,7.426,7.832999999999999,6.0120000000000005,4.761,13.957,2.553,1.0270000000000001,-0.509,2.37,-1.801,-2.0140000000000002,-1.689,-2.279,-4.252,4.2219999999999995,-5.595,-9.257,-6.765,-6.551,-13.214,11.993,10.895,12.4,11.342,14.14,8.738,9.237,11.383,8.921,10.081,7.985,3.2760000000000002,12.39,11.251,2.8789999999999996,-0.61,13.050999999999998,-0.01,1.801,-2.991,0.203,1.3730000000000002,2.096,-10.834000000000001,-4.486000000000001,7.192,-10.03,-13.345999999999998,-3.031,-0.7120000000000001,-1.455,-13.0
28,1,13.275,12.939,13.682,12.838,12.624,13.387,12.735999999999999,12.543,10.63,7.345,7.996,6.938,7.345,8.453,7.202000000000001,16.398,2.553,1.516,-0.02,3.347,-1.3119999999999998,-1.038,-2.177,-1.79,-3.2760000000000002,6.175,-5.595,-9.745,-6.276,-5.086,-12.238,13.947000000000001,12.847999999999999,13.865,12.807,14.628,10.690999999999999,9.725,12.847999999999999,9.41,10.081,9.939,4.252,11.902000000000001,11.251,2.8789999999999996,0.366,13.050999999999998,0.478,2.289,-3.967,0.203,1.3730000000000002,2.5839999999999996,-9.857000000000001,-3.51,6.215,-9.054,-11.392999999999999,-3.031,0.264,0.01,-12.024000000000001
29,1,15.717,14.892999999999999,17.1,13.814,14.577,13.875,12.248,12.543,12.095,7.832999999999999,10.437000000000001,6.449,7.832999999999999,10.895,10.132,19.816,4.018,2.004,0.46799999999999997,3.835,-0.8240000000000001,-0.061,-2.665,-1.79,-2.787,7.64,-6.571000000000001,-9.257,-6.276,-3.133,-11.261,16.875999999999998,16.266,14.842,15.249,14.14,14.109000000000002,10.213,14.800999999999998,9.898,11.058,10.915,6.694,11.902000000000001,11.739,2.8789999999999996,2.319,14.027999999999999,0.478,2.7769999999999997,-5.92,0.203,1.8619999999999999,3.072,-9.857000000000001,-2.045,5.239,-7.1,-9.927999999999999,-3.52,0.264,0.498,-11.047
30,1,19.135,16.846,21.495,15.279000000000002,17.019000000000002,14.364,12.248,12.054,14.048,8.809,13.367,5.961,8.809,14.312999999999999,14.038,23.721999999999998,5.483,2.492,0.46799999999999997,4.812,-1.3119999999999998,-0.061,-4.13,-2.279,-3.764,9.104,-7.06,-9.745,-6.765,-1.18,-10.284,21.271,19.684,16.307000000000002,18.178,14.14,17.527,11.677999999999999,17.242,9.41,13.499,11.892000000000001,8.647,11.414000000000001,13.204,3.855,3.784,15.493,0.478,2.7769999999999997,-7.874,0.203,3.326,2.5839999999999996,-9.857000000000001,-0.58,5.239,-6.124,-8.464,-4.496,-0.22399999999999998,0.987,-10.559000000000001
31,1,21.576,18.311,24.913,16.256,18.972,14.852,12.735999999999999,11.565999999999999,15.513,9.786,15.808,5.961,9.786,16.266,16.479,27.629,6.9479999999999995,2.492,0.956,5.787999999999999,-1.3119999999999998,-1.038,-5.595,-3.255,-5.229,10.569,-8.036,-9.745,-7.7410000000000005,0.773,-10.773,24.689,22.614,17.283,20.62,14.14,19.969,13.142999999999999,19.684,9.41,15.452,12.868,10.111,11.414000000000001,14.181,6.297000000000001,3.784,16.469,-0.01,2.7769999999999997,-9.338,0.6920000000000001,4.303,2.5839999999999996,-10.834000000000001,0.397,5.727,-5.636,-7.975,-5.473,-1.689,0.01,-10.559000000000001
32,1,22.064,19.287,25.889,17.232,19.46,15.34,13.224,12.054,16.000999999999998,11.251,17.273,6.449,11.251,17.730999999999998,16.968,30.07,8.413,2.492,0.956,6.276,-2.289,-2.0140000000000002,-6.571000000000001,-3.7430000000000003,-7.182,12.034,-9.013,-10.234,-8.718,0.773,-10.773,26.642,23.101999999999997,18.26,21.596,14.628,20.945,15.095999999999998,20.66,9.41,16.429000000000002,13.357000000000001,11.575999999999999,11.414000000000001,14.181,9.715,3.2960000000000003,16.958,-0.01,2.7769999999999997,-9.827,0.6920000000000001,4.791,2.096,-11.322000000000001,-0.092,6.704,-6.124,-7.487,-6.938,-3.153,-1.943,-10.559000000000001
33,1,21.576,19.775,24.913,17.232,18.972,16.317,13.224,12.543,16.000999999999998,11.739,17.761,7.426,11.739,17.242,15.991,31.046999999999997,9.389,2.492,0.956,6.765,-2.7769999999999997,-2.991,-7.547999999999999,-4.72,-8.647,13.011,-9.013,-10.722000000000001,-9.206,-0.203,-10.773,28.107,22.125,19.236,21.108,15.605,20.457,17.049,21.149,9.898,17.405,13.845,11.575999999999999,12.39,13.692,12.155999999999999,1.831,16.958,0.478,1.801,-9.827,0.6920000000000001,5.28,1.607,-10.834000000000001,-1.068,7.68,-6.124,-7.975,-8.402999999999999,-4.13,-3.8960000000000004,-10.559000000000001
34,1,21.088,20.264,22.959,17.721,17.995,16.805,13.713,14.008,15.513,11.739,17.273,7.914,11.739,15.777999999999999,14.038,31.535,9.389,2.004,0.956,6.765,-3.265,-3.4789999999999996,-7.547999999999999,-5.207999999999999,-10.111,12.034,-9.013,-10.722000000000001,-9.206,-1.6680000000000001,-10.284,27.618000000000002,20.66,19.725,20.131,17.069000000000003,18.992,17.537,20.66,9.898,17.405,14.333,11.575999999999999,12.878,13.204,12.644,1.3430000000000002,17.445999999999998,0.478,0.8240000000000001,-9.827,-0.285,5.768,1.607,-10.834000000000001,-3.0210000000000004,8.169,-7.5889999999999995,-8.464,-8.891,-4.618,-4.873,-10.071
35,1,20.599,20.752,21.006,17.721,17.019000000000002,17.293,13.713,14.984000000000002,14.537,11.739,15.808,7.914,11.739,14.312999999999999,11.107999999999999,30.558000000000003,9.389,1.516,0.46799999999999997,5.3,-3.265,-3.4789999999999996,-8.036,-5.697,-10.111,9.593,-9.988999999999999,-11.21,-9.693999999999999,-3.6210000000000004,-10.284,26.642,19.684,19.725,18.178,17.558,17.039,17.049,20.66,10.386,16.917,13.845,10.111,13.367,12.716,10.203,0.8540000000000001,17.445999999999998,-0.01,-0.6409999999999999,-11.292,-2.238,5.28,1.119,-10.834000000000001,-5.462999999999999,8.169,-8.565,-9.44,-9.379,-5.107,-4.873,-10.559000000000001
36,1,20.111,20.264,19.053,16.744,16.53,16.805,13.224,14.984000000000002,13.072000000000001,10.763,14.343,7.426,10.763,12.36,7.69,28.605,7.9239999999999995,1.0270000000000001,-1.485,3.347,-3.265,-3.4789999999999996,-9.501,-6.672999999999999,-9.623,5.1979999999999995,-12.431,-11.21,-10.671,-5.575,-11.749,24.689,18.707,19.236,16.713,17.558,15.574000000000002,15.095999999999998,20.172,9.898,15.452,12.868,8.647,13.367,12.227,4.832,-0.61,17.445999999999998,-1.475,-1.617,-13.732999999999999,-4.678999999999999,4.791,1.119,-12.299000000000001,-7.904,7.192,-10.517999999999999,-10.905,-8.891,-5.595,-4.3839999999999995,-12.024000000000001
37,1,18.158,18.311,16.123,14.790999999999999,15.554,15.828,12.248,13.519,12.095,9.298,11.902000000000001,6.449,9.298,10.405999999999999,4.761,25.675,5.971,0.051,-4.415,0.905,-3.7539999999999996,-3.4789999999999996,-11.454,-7.1610000000000005,-9.623,-0.17300000000000001,-16.337,-11.698,-12.136,-7.528,-14.190999999999999,21.271,16.754,17.283,14.272,15.605,13.133,11.19,18.219,8.433,13.499,10.915,5.7170000000000005,11.902000000000001,11.251,-0.539,-3.54,15.981,-3.428,-3.082,-17.151,-7.609,3.815,0.631,-15.228,-10.345,6.215,-12.472000000000001,-12.857999999999999,-8.402999999999999,-7.06,-3.408,-14.465
38,1,14.74,14.892999999999999,12.705,10.885,13.112,13.875,10.783,11.078,10.142000000000001,7.832999999999999,8.484,4.985,7.832999999999999,7.965,1.831,20.793000000000003,3.53,-1.4140000000000001,-7.832999999999999,-2.024,-4.242,-3.4789999999999996,-13.895999999999999,-8.138,-9.623,-5.544,-20.732,-12.675,-14.089,-9.481,-17.12,16.387999999999998,13.335999999999999,13.865,11.831,12.187000000000001,9.715,6.795,15.289000000000001,6.48,10.569,8.474,2.787,9.949,9.298,-4.934,-7.446000000000001,13.54,-5.381,-4.547,-20.081,-10.539000000000001,2.35,0.142,-18.158,-13.275,5.727,-14.425,-14.811,-7.914,-8.525,-2.92,-17.395
