,0,C,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62
10,1,-4.303,-0.071,-1.567,1.953,-5.341,-2.9810000000000003,-2.8989999999999996,3.489,-2.126,-1.821,-1.79,-0.498,-1.821,4.211,-1.272,1.607,-0.254,4.425,-0.214,6.683,2.736,4.995,3.662,7.029,6.327000000000001,7.416,1.129,7.751,5.1979999999999995,7.8839999999999995,4.283,-4.995,-9.766,3.662,-0.997,6.409,-1.831,1.76,-2.96,1.77,-0.895,5.391,-0.478,-1.0170000000000001,-3.3160000000000003,5.32,-0.214,-3.713,2.045,6.428999999999999,2.502,7.273,-0.183,1.729,2.2680000000000002,7.996,-1.943,7.599,5.992000000000001,6.307,3.733,3.448,4.1610000000000005
11,1,-3.326,-0.071,-0.59,0.488,-3.387,-2.9810000000000003,-2.411,1.536,-2.126,-1.821,-1.3019999999999998,-0.498,-1.821,4.211,-0.295,2.096,0.23399999999999999,3.448,0.763,7.172000000000001,2.736,4.995,3.662,7.029,6.327000000000001,7.416,2.106,7.751,5.1979999999999995,7.395,3.7939999999999996,-3.042,-4.395,2.197,-0.509,5.92,-0.8540000000000001,4.2010000000000005,-2.96,1.2819999999999998,-0.40700000000000003,4.9030000000000005,0.498,-1.0170000000000001,-2.34,5.32,0.763,-2.736,2.045,5.941,2.502,6.785,0.305,1.729,2.2680000000000002,7.996,-1.455,8.087,5.992000000000001,6.795,3.733,3.448,4.1610000000000005
12,1,-2.35,-0.071,0.387,0.488,-1.4340000000000002,-2.9810000000000003,-2.411,0.5589999999999999,-2.614,-1.3330000000000002,-0.8140000000000001,-0.498,-1.3330000000000002,5.188,0.193,2.5839999999999996,0.23399999999999999,2.96,1.251,6.683,2.736,4.506,3.662,6.541,6.327000000000001,7.416,2.594,7.263,4.71,6.907,3.7939999999999996,-0.6,0.488,3.174,0.46799999999999997,3.967,-0.366,7.619,-2.96,1.2819999999999998,-0.40700000000000003,3.927,0.987,-1.0170000000000001,-1.851,6.297000000000001,1.251,-2.248,2.045,5.452000000000001,2.502,6.785,0.305,1.2409999999999999,2.2680000000000002,7.507000000000001,-0.966,7.599,5.502999999999999,6.307,3.245,3.448,3.6719999999999997
13,1,-0.885,-0.071,0.387,3.906,0.519,-2.492,-0.946,0.5589999999999999,-2.126,-0.35600000000000004,0.163,-0.498,-0.35600000000000004,7.629,0.193,4.537,0.23399999999999999,1.984,0.763,6.683,2.248,4.018,3.662,6.053,5.8389999999999995,7.904,3.082,7.263,4.71,6.907,4.771,1.3530000000000002,3.906,5.127000000000001,1.933,3.4789999999999996,0.122,10.061,-1.984,1.2819999999999998,0.081,3.927,0.987,-0.040999999999999995,-0.387,8.25,1.251,-1.272,2.045,4.9639999999999995,2.991,7.7620000000000005,0.305,1.2409999999999999,2.7569999999999997,7.996,-0.478,7.111000000000001,5.502999999999999,6.307,3.245,2.96,4.649
14,1,1.068,0.41700000000000004,0.387,8.301,1.495,-1.0270000000000001,0.031,2.024,-1.149,0.132,1.139,-0.01,0.132,10.071,0.193,6.49,0.23399999999999999,2.472,1.251,6.683,2.248,3.53,4.15,6.053,5.8389999999999995,9.369,3.571,8.24,5.686,8.372,6.236000000000001,2.33,3.906,7.568,2.909,4.456,0.61,10.549000000000001,-0.519,1.2819999999999998,0.57,3.927,0.987,1.4240000000000002,0.59,10.203,1.251,0.193,2.533,4.9639999999999995,3.967,8.738,0.305,0.753,3.733,9.46,0.01,7.599,6.48,6.307,3.245,2.472,6.114
15,1,2.533,2.858,0.875,11.719000000000001,1.984,0.43700000000000006,1.0070000000000001,3.489,0.315,0.621,2.116,0.478,0.621,11.047,1.6580000000000001,8.931000000000001,0.722,2.96,1.74,7.172000000000001,2.736,3.53,5.127000000000001,6.541,6.327000000000001,10.834000000000001,4.547,9.216000000000001,6.662999999999999,9.349,8.189,1.841,1.465,9.521,3.886,5.432,2.075,9.572000000000001,1.4340000000000002,1.77,1.058,4.415,1.475,1.912,1.567,11.18,2.716,1.17,3.0210000000000004,4.9639999999999995,4.944,8.738,0.7929999999999999,0.753,5.1979999999999995,10.437000000000001,0.01,8.087,7.945,6.307,4.2219999999999995,2.472,8.067
16,1,3.0210000000000004,4.812,1.851,12.207,2.96,1.4140000000000001,1.0070000000000001,3.977,1.78,0.621,3.092,0.478,0.621,10.559000000000001,3.611,10.395999999999999,1.699,3.448,3.2039999999999997,7.66,3.713,3.53,5.615,6.541,6.816,10.834000000000001,6.0120000000000005,9.705,7.64,9.837,9.654,1.841,-1.465,10.985999999999999,4.374,5.92,4.0280000000000005,7.619,2.411,1.77,2.035,4.415,2.94,2.401,1.567,10.203,4.669,2.146,4.486000000000001,4.9639999999999995,5.92,7.7620000000000005,1.2819999999999998,0.753,7.151,9.949,0.01,8.575,9.41,6.307,4.71,2.96,9.532
17,1,3.51,6.765,3.3160000000000003,10.742,2.96,1.902,1.0070000000000001,3.977,1.78,0.132,4.069,0.478,0.132,8.606,6.053,10.885,3.1639999999999997,3.448,4.181,7.66,4.2010000000000005,3.53,6.104,6.053,6.816,9.369,6.989,9.216000000000001,8.128,9.349,10.142000000000001,2.818,-1.953,12.939,4.862,5.432,5.981,7.131,3.387,2.258,2.523,4.9030000000000005,4.405,1.912,1.078,8.738,6.1339999999999995,2.146,4.974,4.9639999999999995,6.897,6.297000000000001,1.2819999999999998,0.753,8.616,7.996,-0.478,9.064,9.898,6.307,5.1979999999999995,2.96,10.508
18,1,3.998,7.252999999999999,4.293,8.301,3.448,1.4140000000000001,0.031,3.0010000000000003,1.2919999999999998,-0.8440000000000001,4.5569999999999995,-0.01,-0.8440000000000001,7.141,7.029,10.885,3.6519999999999997,3.937,4.669,7.172000000000001,4.2010000000000005,3.53,6.104,5.564,6.816,8.392000000000001,7.477,7.751,7.64,8.372,10.142000000000001,4.771,0.0,14.892999999999999,4.862,5.432,6.47,8.107999999999999,4.364,2.747,2.523,5.88,5.87,1.4240000000000002,0.102,7.7620000000000005,6.622000000000001,2.146,5.462999999999999,4.476,6.897,5.809,1.77,1.2409999999999999,8.616,5.553999999999999,-0.966,8.087,8.921,5.33,4.71,2.96,10.02
19,1,5.9510000000000005,6.765,4.781000000000001,6.348,3.448,1.4140000000000001,0.031,3.0010000000000003,0.804,-0.8440000000000001,4.5569999999999995,0.478,-0.8440000000000001,7.141,7.517,10.885,3.6519999999999997,4.425,5.157,6.683,4.2010000000000005,3.53,5.615,5.0760000000000005,6.327000000000001,7.416,6.989,6.775,6.662999999999999,7.395,8.677,8.189,1.953,15.869000000000002,5.351,6.897,6.957999999999999,9.572000000000001,5.829,3.235,2.523,5.88,6.358,1.4240000000000002,-0.387,7.273,6.622000000000001,1.6580000000000001,4.974,4.9639999999999995,6.409,6.297000000000001,1.77,1.2409999999999999,7.151,5.066,-1.455,6.622000000000001,7.456,4.354,4.2219999999999995,2.96,9.043
20,1,8.392000000000001,5.787999999999999,4.781000000000001,5.371,1.984,0.9259999999999999,0.031,3.489,0.315,-1.3330000000000002,4.5569999999999995,0.966,-1.3330000000000002,8.606,6.541,11.860999999999999,2.675,4.913,4.669,7.172000000000001,3.225,3.53,5.127000000000001,5.564,5.351,8.392000000000001,6.5,6.287000000000001,5.1979999999999995,6.907,7.212000000000001,10.63,2.441,14.404000000000002,5.8389999999999995,7.874,6.47,10.549000000000001,6.805,3.7230000000000003,2.035,5.88,5.87,1.912,-0.387,8.25,6.1339999999999995,1.17,3.998,5.452000000000001,5.432,7.7620000000000005,1.2819999999999998,1.2409999999999999,5.1979999999999995,6.531000000000001,-1.455,5.646,6.48,4.354,3.245,2.472,7.09
21,1,10.345,4.812,4.781000000000001,3.906,1.0070000000000001,0.43700000000000006,0.519,3.977,0.804,-1.3330000000000002,4.5569999999999995,1.455,-1.3330000000000002,9.583,5.564,12.838,1.699,5.402,3.693,7.66,2.736,3.53,4.15,6.053,4.862,9.857000000000001,5.524,5.797999999999999,4.2219999999999995,7.8839999999999995,6.236000000000001,11.607000000000001,1.465,10.985999999999999,6.327000000000001,7.874,6.47,9.572000000000001,6.317,4.211,2.035,5.391,5.381,2.401,0.102,9.226,5.646,1.17,3.51,6.428999999999999,4.456,8.25,0.7929999999999999,1.729,3.733,8.484,-0.966,5.157,5.992000000000001,3.866,2.7569999999999997,2.472,6.114
22,1,9.857000000000001,4.323,4.293,3.418,0.519,-0.051,0.519,3.977,1.2919999999999998,-0.8440000000000001,4.5569999999999995,1.455,-0.8440000000000001,9.094,5.0760000000000005,14.302999999999999,1.2109999999999999,5.89,3.2039999999999997,8.636000000000001,2.248,4.018,3.662,6.053,4.862,10.345,5.035,5.797999999999999,3.733,8.372,5.2589999999999995,11.119000000000002,0.0,7.568,6.327000000000001,5.92,6.47,7.619,5.341,3.7230000000000003,1.546,5.88,4.405,2.401,0.59,9.715,4.669,1.17,2.533,5.941,3.967,8.25,0.305,2.218,3.245,9.949,-1.455,4.669,5.992000000000001,3.866,2.7569999999999997,1.984,5.1370000000000005
23,1,7.904,3.835,3.805,3.906,0.519,-0.539,0.031,2.513,1.2919999999999998,-1.3330000000000002,4.069,0.966,-1.3330000000000002,8.118,5.0760000000000005,14.790999999999999,1.2109999999999999,4.913,2.716,8.148,2.248,4.018,3.662,6.053,4.862,10.345,4.547,5.797999999999999,3.733,8.86,5.2589999999999995,9.165,0.977,7.08,5.8389999999999995,3.967,6.47,6.154,3.387,3.235,1.546,5.88,3.9160000000000004,1.4240000000000002,0.59,9.715,4.669,0.682,2.533,5.452000000000001,3.967,7.7620000000000005,0.305,1.729,3.733,9.949,-1.455,4.669,5.992000000000001,3.866,2.7569999999999997,2.472,5.1370000000000005
24,1,4.486000000000001,3.347,3.3160000000000003,4.883,1.495,-1.516,-0.45799999999999996,1.536,0.315,-1.3330000000000002,3.5810000000000004,0.478,-1.3330000000000002,7.141,5.0760000000000005,14.302999999999999,1.2109999999999999,3.937,2.716,7.66,2.248,4.018,4.15,5.564,4.862,9.369,4.059,5.31,3.733,8.86,5.747000000000001,6.724,4.395,8.545,4.862,2.991,5.981,6.154,1.4340000000000002,2.258,1.058,6.367999999999999,3.428,0.9359999999999999,0.102,8.738,4.669,0.193,3.0210000000000004,4.476,4.944,7.273,0.305,1.2409999999999999,5.1979999999999995,9.46,-1.455,4.669,5.992000000000001,3.377,2.7569999999999997,2.472,5.625
25,1,1.556,2.858,3.3160000000000003,5.371,1.495,-2.004,-0.946,1.536,-0.6609999999999999,-1.821,3.092,0.478,-1.821,7.629,5.0760000000000005,12.349,1.2109999999999999,2.472,2.716,7.172000000000001,2.736,3.53,4.638999999999999,5.0760000000000005,5.351,9.369,5.035,5.797999999999999,4.2219999999999995,8.86,6.724,5.2589999999999995,7.324,10.985999999999999,3.886,3.967,5.492999999999999,6.643,-0.031,1.2819999999999998,0.57,5.88,3.428,-0.040999999999999995,-0.875,8.738,4.669,-0.295,3.51,3.988,5.92,7.7620000000000005,0.7929999999999999,1.2409999999999999,7.151,9.46,-1.455,4.669,5.992000000000001,2.889,2.7569999999999997,2.472,6.114
26,1,1.068,1.882,3.805,3.906,1.495,-2.004,-0.946,2.024,-1.6380000000000001,-1.821,2.6039999999999996,-0.01,-1.821,9.094,5.0760000000000005,10.885,1.2109999999999999,1.984,3.2039999999999997,7.172000000000001,3.225,3.042,5.127000000000001,5.564,5.351,10.345,6.0120000000000005,5.797999999999999,5.1979999999999995,8.86,7.212000000000001,4.771,8.301,10.498,3.398,5.432,5.005,6.643,0.45799999999999996,0.7929999999999999,0.57,4.9030000000000005,3.9160000000000004,-0.040999999999999995,-0.875,9.226,5.157,-0.7829999999999999,3.998,3.988,6.409,8.738,0.305,0.753,8.128,10.925,-1.455,5.157,6.48,2.889,3.245,2.472,7.09
27,1,2.533,1.882,3.805,1.465,1.0070000000000001,-1.516,-0.946,2.513,-1.6380000000000001,-1.3330000000000002,3.092,-0.01,-1.3330000000000002,10.559000000000001,5.564,9.42,1.699,1.984,4.181,7.172000000000001,3.225,3.042,6.104,6.053,5.8389999999999995,11.81,7.965,6.287000000000001,5.686,9.349,7.7010000000000005,5.747000000000001,5.371,8.057,3.886,5.432,5.492999999999999,5.666,2.411,0.7929999999999999,1.058,3.438,4.893,0.44799999999999995,-0.875,9.715,6.1339999999999995,-0.7829999999999999,4.486000000000001,4.476,7.385,9.715,0.7929999999999999,0.753,9.104,12.39,-1.455,6.1339999999999995,6.48,3.866,3.733,1.984,7.09
28,1,5.462999999999999,2.37,4.781000000000001,0.0,0.031,-1.516,-0.946,2.513,-0.17300000000000001,-1.3330000000000002,4.069,-0.01,-1.3330000000000002,10.559000000000001,6.541,9.908,2.187,2.96,5.157,6.683,3.225,3.042,6.5920000000000005,7.029,6.327000000000001,12.299000000000001,9.918,6.775,6.662999999999999,9.349,7.7010000000000005,7.7010000000000005,1.465,5.615,5.8389999999999995,3.967,6.47,4.2010000000000005,4.364,1.2819999999999998,2.035,1.973,5.87,-0.040999999999999995,-0.387,9.715,7.111000000000001,-1.272,4.974,4.9639999999999995,8.362,9.226,1.2819999999999998,1.2409999999999999,10.569,12.878,-0.966,7.111000000000001,6.968,4.842,4.71,2.472,8.067
29,1,9.369,3.835,5.269,1.465,0.519,-1.516,-0.946,2.024,1.2919999999999998,-0.35600000000000004,5.046,-0.01,-0.35600000000000004,8.606,7.517,11.373,3.1639999999999997,2.96,6.1339999999999995,5.707000000000001,4.2010000000000005,4.018,7.568,7.029,7.303999999999999,11.322000000000001,10.895,6.775,7.151,8.86,8.677,8.677,-0.488,4.638999999999999,7.303999999999999,1.526,7.935,4.2010000000000005,6.805,1.2819999999999998,3.011,1.973,6.358,-0.040999999999999995,0.102,8.25,8.087,-0.7829999999999999,5.9510000000000005,4.476,8.85,7.7620000000000005,1.2819999999999998,1.2409999999999999,11.546,11.902000000000001,-0.966,8.087,7.456,5.33,5.686,2.96,8.555
30,1,10.834000000000001,3.835,5.757999999999999,4.395,1.0070000000000001,-1.516,-0.946,1.048,1.78,-0.35600000000000004,6.022,-0.01,-0.35600000000000004,6.165,7.517,12.838,3.6519999999999997,2.96,6.622000000000001,4.242,4.2010000000000005,4.018,8.057,6.053,7.303999999999999,8.881,11.383,6.287000000000001,7.64,8.372,9.654,8.677,1.465,7.08,8.769,0.5489999999999999,8.423,5.178,6.805,1.77,3.4989999999999997,1.973,6.846,-0.040999999999999995,0.102,6.785,8.087,-0.7829999999999999,5.9510000000000005,3.4989999999999997,8.85,5.809,1.77,1.729,12.522,8.972000000000001,-0.966,8.575,7.456,5.33,5.686,2.96,9.532
31,1,10.834000000000001,2.858,5.757999999999999,6.348,1.495,-2.492,-0.946,0.071,1.78,-0.35600000000000004,6.022,-0.498,-0.35600000000000004,3.7230000000000003,7.029,12.349,4.14,1.495,6.1339999999999995,2.7769999999999997,4.69,4.018,8.057,5.0760000000000005,7.303999999999999,5.9510000000000005,10.405999999999999,5.31,8.128,7.8839999999999995,10.142000000000001,7.7010000000000005,5.371,9.521,8.769,0.5489999999999999,7.446000000000001,5.178,5.341,0.7929999999999999,3.4989999999999997,2.95,5.87,-0.529,-0.387,4.832,7.111000000000001,-0.7829999999999999,5.9510000000000005,2.523,8.362,4.343999999999999,2.258,0.753,12.034,6.042000000000001,-1.455,8.575,7.456,4.354,5.686,2.96,10.02
32,1,8.392000000000001,-0.071,4.781000000000001,4.395,1.495,-3.469,-1.4340000000000002,-0.41700000000000004,0.804,-0.8440000000000001,4.5569999999999995,-0.987,-0.8440000000000001,2.258,5.564,10.395999999999999,3.1639999999999997,0.519,5.646,2.289,4.69,3.53,8.057,3.611,7.303999999999999,3.51,9.43,4.822,7.64,6.419,10.142000000000001,5.747000000000001,6.348,9.521,7.303999999999999,1.038,5.492999999999999,3.713,2.411,0.305,2.523,2.4619999999999997,4.893,-1.0170000000000001,-0.387,3.367,6.622000000000001,-0.7829999999999999,4.974,1.546,7.874,3.367,1.77,0.264,11.546,3.6010000000000004,-0.966,8.087,6.968,3.866,5.1979999999999995,2.96,10.02
33,1,4.486000000000001,-2.513,3.805,0.488,0.031,-3.957,-1.4340000000000002,-0.905,0.315,-1.3330000000000002,3.092,-0.987,-1.3330000000000002,1.2819999999999998,4.588,7.955,1.699,0.031,4.181,2.289,4.2010000000000005,2.553,7.08,2.635,6.327000000000001,2.533,8.453,3.3569999999999998,6.662999999999999,3.977,8.189,4.283,2.441,7.08,5.351,1.038,4.0280000000000005,0.7829999999999999,-0.031,-1.16,1.546,1.485,3.428,-1.0170000000000001,-0.387,2.391,5.646,-1.272,4.486000000000001,1.058,6.897,2.391,1.77,0.264,9.104,2.136,-0.966,7.111000000000001,5.502999999999999,2.889,4.71,2.96,8.067
34,1,2.533,-3.0010000000000003,2.8280000000000003,-2.93,-0.45799999999999996,-3.957,-1.4340000000000002,-0.905,-0.17300000000000001,-0.8440000000000001,2.116,-0.987,-0.8440000000000001,1.2819999999999998,4.1,6.49,0.722,0.031,3.2039999999999997,2.289,3.225,2.065,5.615,1.6580000000000001,5.8389999999999995,1.556,7.477,1.892,4.71,1.048,5.2589999999999995,4.771,-4.395,5.127000000000001,3.886,0.061,3.052,-2.146,-1.495,-1.6480000000000001,1.058,-0.46799999999999997,2.94,-1.0170000000000001,0.102,1.902,5.157,-1.76,3.0210000000000004,1.058,4.944,0.9259999999999999,0.7929999999999999,0.264,6.175,-0.305,-0.966,5.157,3.062,1.912,3.245,2.472,5.1370000000000005
35,1,2.045,-0.5589999999999999,1.851,-2.93,0.031,-2.9810000000000003,-0.946,0.071,-0.6609999999999999,-1.3330000000000002,1.6280000000000001,-0.498,-1.3330000000000002,1.77,3.611,6.49,-0.743,0.519,1.74,1.3119999999999998,2.248,2.065,3.174,0.682,4.374,0.092,6.0120000000000005,-0.061,2.2680000000000002,-2.37,1.841,5.747000000000001,-9.766,5.615,3.398,0.5489999999999999,3.052,-1.17,-0.519,-1.16,0.57,-1.444,2.452,-0.529,0.102,0.9259999999999999,4.669,-0.7829999999999999,2.045,1.058,2.502,-1.516,0.305,0.264,2.7569999999999997,-3.7230000000000003,-0.478,3.2039999999999997,-0.8440000000000001,0.9359999999999999,1.78,2.472,2.207
36,1,3.998,3.835,1.851,0.977,1.984,-1.516,-0.45799999999999996,1.536,-0.6609999999999999,-0.8440000000000001,1.139,-0.01,-0.8440000000000001,2.747,3.123,8.443,-1.2309999999999999,1.0070000000000001,0.275,0.336,1.76,2.065,1.2209999999999999,-0.7829999999999999,2.909,-1.3730000000000002,3.082,-2.502,-0.6609999999999999,-5.787999999999999,-1.088,7.7010000000000005,-8.789,10.498,3.886,2.502,3.052,2.736,2.411,0.305,0.081,-0.46799999999999997,1.963,0.9359999999999999,0.102,-0.051,3.2039999999999997,0.193,1.068,0.57,0.5489999999999999,-3.957,0.305,0.753,-0.6609999999999999,-8.118,0.01,0.275,-3.286,-1.0170000000000001,0.315,1.495,-0.722
37,1,6.439,7.7410000000000005,2.34,4.883,3.937,-0.051,0.031,3.489,-1.149,-0.35600000000000004,1.139,0.478,-0.35600000000000004,3.7230000000000003,1.6580000000000001,10.395999999999999,-1.719,1.0070000000000001,-1.19,-1.129,0.7829999999999999,1.577,-0.244,-2.736,1.933,-3.815,0.6409999999999999,-5.432,-2.614,-8.23,-3.042,8.189,-1.953,15.869000000000002,4.374,6.409,3.052,7.131,4.852,1.77,0.081,0.509,1.475,1.912,0.102,-1.0270000000000001,1.251,1.17,0.092,-0.40700000000000003,-1.4040000000000001,-5.91,0.305,0.753,-3.591,-12.024000000000001,0.01,-1.6780000000000002,-5.239,-2.97,-1.6380000000000001,1.0070000000000001,-3.1639999999999997
