,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
37,65,FP1,32,8.392,a,S2 match,0,co2a0000372,0.125
38,65,FP1,33,4.486,a,S2 match,0,co2a0000372,0.12890625
39,65,FP1,34,2.533,a,S2 match,0,co2a0000372,0.1328125
40,65,FP1,35,2.045,a,S2 match,0,co2a0000372,0.13671875
41,65,FP1,36,3.998,a,S2 match,0,co2a0000372,0.140625
42,65,FP1,37,6.439,a,S2 match,0,co2a0000372,0.14453125
43,65,FP1,38,8.881,a,S2 match,0,co2a0000372,0.1484375
44,65,FP1,39,9.369,a,S2 match,0,co2a0000372,0.15234375
45,65,FP1,40,8.392,a,S2 match,0,co2a0000372,0.15625
46,65,FP1,41,7.416,a,S2 match,0,co2a0000372,0.16015625
47,65,FP1,42,6.927,a,S2 match,0,co2a0000372,0.1640625
48,65,FP1,43,6.927,a,S2 match,0,co2a0000372,0.16796875
49,65,FP1,44,6.927,a,S2 match,0,co2a0000372,0.171875
50,65,FP1,45,5.463,a,S2 match,0,co2a0000372,0.17578125
51,65,FP1,46,3.51,a,S2 match,0,co2a0000372,0.1796875
52,65,FP1,47,2.045,a,S2 match,0,co2a0000372,0.18359375
53,65,FP1,48,2.045,a,S2 match,0,co2a0000372,0.1875
54,65,FP1,49,3.998,a,S2 match,0,co2a0000372,0.19140625
55,65,FP1,50,6.439,a,S2 match,0,co2a0000372,0.1953125
56,65,FP1,51,7.416,a,S2 match,0,co2a0000372,0.19921875
57,65,FP1,52,7.416,a,S2 match,0,co2a0000372,0.203125
58,65,FP1,53,6.927,a,S2 match,0,co2a0000372,0.20703125
59,65,FP1,54,6.927,a,S2 match,0,co2a0000372,0.2109375
60,65,FP1,55,7.904,a,S2 match,0,co2a0000372,0.21484375
61,65,FP1,56,9.857,a,S2 match,0,co2a0000372,0.21875
62,65,FP1,57,11.322,a,S2 match,0,co2a0000372,0.22265625
63,65,FP1,58,11.81,a,S2 match,0,co2a0000372,0.2265625
64,65,FP1,59,11.81,a,S2 match,0,co2a0000372,0.23046875
65,65,FP1,60,12.299,a,S2 match,0,co2a0000372,0.234375
66,65,FP1,61,13.763,a,S2 match,0,co2a0000372,0.23828125
67,65,FP1,62,15.228,a,S2 match,0,co2a0000372,0.2421875
68,65,FP1,63,16.205,a,S2 match,0,co2a0000372,0.24609375
69,65,FP1,64,15.717,a,S2 match,0,co2a0000372,0.25
70,65,FP1,65,14.252,a,S2 match,0,co2a0000372,0.25390625
71,65,FP1,66,11.81,a,S2 match,0,co2a0000372,0.2578125
72,65,FP1,67,10.834,a,S2 match,0,co2a0000372,0.26171875
73,65,FP1,68,12.299,a,S2 match,0,co2a0000372,0.265625
74,65,FP1,69,16.205,a,S2 match,0,co2a0000372,0.26953125
75,65,FP1,70,21.576,a,S2 match,0,co2a0000372,0.2734375
76,65,FP1,71,25.97,a,S2 match,0,co2a0000372,0.27734375
77,65,FP1,72,28.412,a,S2 match,0,co2a0000372,0.28125
78,65,FP1,73,27.924,a,S2 match,0,co2a0000372,0.28515625
79,65,FP1,74,25.97,a,S2 match,0,co2a0000372,0.2890625
80,65,FP1,75,24.017,a,S2 match,0,co2a0000372,0.29296875
81,65,FP1,76,23.041,a,S2 match,0,co2a0000372,0.296875
82,65,FP1,77,22.064,a,S2 match,0,co2a0000372,0.30078125
83,65,FP1,78,20.599,a,S2 match,0,co2a0000372,0.3046875
84,65,FP1,79,18.646,a,S2 match,0,co2a0000372,0.30859375
85,65,FP1,80,17.67,a,S2 match,0,co2a0000372,0.3125
86,65,FP1,81,18.646,a,S2 match,0,co2a0000372,0.31640625
87,65,FP1,82,20.111,a,S2 match,0,co2a0000372,0.3203125
88,65,FP1,83,21.088,a,S2 match,0,co2a0000372,0.32421875
89,65,FP1,84,19.623,a,S2 match,0,co2a0000372,0.328125
90,65,FP1,85,15.717,a,S2 match,0,co2a0000372,0.33203125
91,65,FP1,86,11.81,a,S2 match,0,co2a0000372,0.3359375
92,65,FP1,87,9.857,a,S2 match,0,co2a0000372,0.33984375
93,65,FP1,88,10.345,a,S2 match,0,co2a0000372,0.34375
94,65,FP1,89,10.834,a,S2 match,0,co2a0000372,0.34765625
95,65,FP1,90,9.369,a,S2 match,0,co2a0000372,0.3515625
96,65,FP1,91,5.951,a,S2 match,0,co2a0000372,0.35546875
97,65,FP1,92,2.045,a,S2 match,0,co2a0000372,0.359375
98,65,FP1,93,0.58,a,S2 match,0,co2a0000372,0.36328125
99,65,FP1,94,1.068,a,S2 match,0,co2a0000372,0.3671875
100,65,FP1,95,3.51,a,S2 match,0,co2a0000372,0.37109375
101,65,FP1,96,4.486,a,S2 match,0,co2a0000372,0.375
102,65,FP1,97,4.486,a,S2 match,0,co2a0000372,0.37890625
103,65,FP1,98,3.51,a,S2 match,0,co2a0000372,0.3828125
104,65,FP1,99,2.533,a,S2 match,0,co2a0000372,0.38671875
105,65,FP1,100,3.51,a,S2 match,0,co2a0000372,0.390625
106,65,FP1,101,4.486,a,S2 match,0,co2a0000372,0.39453125
107,65,FP1,102,4.974,a,S2 match,0,co2a0000372,0.3984375
108,65,FP1,103,3.51,a,S2 match,0,co2a0000372,0.40234375
109,65,FP1,104,1.068,a,S2 match,0,co2a0000372,0.40625
110,65,FP1,105,-1.373,a,S2 match,0,co2a0000372,0.41015625
111,65,FP1,106,-3.815,a,S2 match,0,co2a0000372,0.4140625
112,65,FP1,107,-6.256,a,S2 match,0,co2a0000372,0.41796875
113,65,FP1,108,-9.186,a,S2 match,0,co2a0000372,0.421875
114,65,FP1,109,-12.604,a,S2 match,0,co2a0000372,0.42578125
115,65,FP1,110,-15.045,a,S2 match,0,co2a0000372,0.4296875
116,65,FP1,111,-16.51,a,S2 match,0,co2a0000372,0.43359375
117,65,FP1,112,-16.998,a,S2 match,0,co2a0000372,0.4375
118,65,FP1,113,-16.51,a,S2 match,0,co2a0000372,0.44140625
119,65,FP1,114,-16.51,a,S2 match,0,co2a0000372,0.4453125
120,65,FP1,115,-16.022,a,S2 match,0,co2a0000372,0.44921875
121,65,FP1,116,-15.533,a,S2 match,0,co2a0000372,0.453125
122,65,FP1,117,-15.045,a,S2 match,0,co2a0000372,0.45703125
123,65,FP1,118,-14.069,a,S2 match,0,co2a0000372,0.4609375
124,65,FP1,119,-12.604,a,S2 match,0,co2a0000372,0.46484375
125,65,FP1,120,-10.651,a,S2 match,0,co2a0000372,0.46875
126,65,FP1,121,-7.721,a,S2 match,0,co2a0000372,0.47265625
127,65,FP1,122,-4.791,a,S2 match,0,co2a0000372,0.4765625
128,65,FP1,123,-2.35,a,S2 match,0,co2a0000372,0.48046875
129,65,FP1,124,-1.373,a,S2 match,0,co2a0000372,0.484375
130,65,FP1,125,-1.373,a,S2 match,0,co2a0000372,0.48828125
131,65,FP1,126,-1.373,a,S2 match,0,co2a0000372,0.4921875
132,65,FP1,127,0.092,a,S2 match,0,co2a0000372,0.49609375
133,65,FP1,128,2.533,a,S2 match,0,co2a0000372,0.5
134,65,FP1,129,5.951,a,S2 match,0,co2a0000372,0.50390625
135,65,FP1,130,7.416,a,S2 match,0,co2a0000372,0.5078125
136,65,FP1,131,6.927,a,S2 match,0,co2a0000372,0.51171875
137,65,FP1,132,5.463,a,S2 match,0,co2a0000372,0.515625
138,65,FP1,133,5.463,a,S2 match,0,co2a0000372,0.51953125
139,65,FP1,134,6.927,a,S2 match,0,co2a0000372,0.5234375
140,65,FP1,135,9.857,a,S2 match,0,co2a0000372,0.52734375
141,65,FP1,136,12.299,a,S2 match,0,co2a0000372,0.53125
142,65,FP1,137,12.787,a,S2 match,0,co2a0000372,0.53515625
143,65,FP1,138,11.81,a,S2 match,0,co2a0000372,0.5390625
144,65,FP1,139,9.857,a,S2 match,0,co2a0000372,0.54296875
145,65,FP1,140,9.369,a,S2 match,0,co2a0000372,0.546875
146,65,FP1,141,8.881,a,S2 match,0,co2a0000372,0.55078125
147,65,FP1,142,8.881,a,S2 match,0,co2a0000372,0.5546875
148,65,FP1,143,7.904,a,S2 match,0,co2a0000372,0.55859375
149,65,FP1,144,6.439,a,S2 match,0,co2a0000372,0.5625
150,65,FP1,145,5.463,a,S2 match,0,co2a0000372,0.56640625
151,65,FP1,146,4.974,a,S2 match,0,co2a0000372,0.5703125
152,65,FP1,147,5.463,a,S2 match,0,co2a0000372,0.57421875
153,65,FP1,148,4.974,a,S2 match,0,co2a0000372,0.578125
154,65,FP1,149,3.51,a,S2 match,0,co2a0000372,0.58203125
155,65,FP1,150,1.556,a,S2 match,0,co2a0000372,0.5859375
156,65,FP1,151,-0.885,a,S2 match,0,co2a0000372,0.58984375
157,65,FP1,152,-2.35,a,S2 match,0,co2a0000372,0.59375
158,65,FP1,153,-2.838,a,S2 match,0,co2a0000372,0.59765625
159,65,FP1,154,-2.838,a,S2 match,0,co2a0000372,0.6015625
160,65,FP1,155,-2.35,a,S2 match,0,co2a0000372,0.60546875
161,65,FP1,156,-1.373,a,S2 match,0,co2a0000372,0.609375
162,65,FP1,157,0.092,a,S2 match,0,co2a0000372,0.61328125
163,65,FP1,158,1.556,a,S2 match,0,co2a0000372,0.6171875
164,65,FP1,159,1.556,a,S2 match,0,co2a0000372,0.62109375
165,65,FP1,160,0.58,a,S2 match,0,co2a0000372,0.625
166,65,FP1,161,-0.885,a,S2 match,0,co2a0000372,0.62890625
167,65,FP1,162,-1.862,a,S2 match,0,co2a0000372,0.6328125
168,65,FP1,163,-0.885,a,S2 match,0,co2a0000372,0.63671875
169,65,FP1,164,1.068,a,S2 match,0,co2a0000372,0.640625
170,65,FP1,165,3.021,a,S2 match,0,co2a0000372,0.64453125
171,65,FP1,166,3.998,a,S2 match,0,co2a0000372,0.6484375
172,65,FP1,167,3.51,a,S2 match,0,co2a0000372,0.65234375
173,65,FP1,168,2.533,a,S2 match,0,co2a0000372,0.65625
174,65,FP1,169,2.045,a,S2 match,0,co2a0000372,0.66015625
175,65,FP1,170,3.021,a,S2 match,0,co2a0000372,0.6640625
176,65,FP1,171,4.486,a,S2 match,0,co2a0000372,0.66796875
177,65,FP1,172,4.974,a,S2 match,0,co2a0000372,0.671875
178,65,FP1,173,5.463,a,S2 match,0,co2a0000372,0.67578125
179,65,FP1,174,4.486,a,S2 match,0,co2a0000372,0.6796875
180,65,FP1,175,3.021,a,S2 match,0,co2a0000372,0.68359375
181,65,FP1,176,1.556,a,S2 match,0,co2a0000372,0.6875
182,65,FP1,177,0.58,a,S2 match,0,co2a0000372,0.69140625
183,65,FP1,178,1.068,a,S2 match,0,co2a0000372,0.6953125
184,65,FP1,179,3.021,a,S2 match,0,co2a0000372,0.69921875
185,65,FP1,180,4.974,a,S2 match,0,co2a0000372,0.703125
186,65,FP1,181,6.927,a,S2 match,0,co2a0000372,0.70703125
187,65,FP1,182,7.416,a,S2 match,0,co2a0000372,0.7109375
188,65,FP1,183,6.927,a,S2 match,0,co2a0000372,0.71484375
189,65,FP1,184,5.951,a,S2 match,0,co2a0000372,0.71875
190,65,FP1,185,4.486,a,S2 match,0,co2a0000372,0.72265625
191,65,FP1,186,3.998,a,S2 match,0,co2a0000372,0.7265625
192,65,FP1,187,3.998,a,S2 match,0,co2a0000372,0.73046875
193,65,FP1,188,3.998,a,S2 match,0,co2a0000372,0.734375
194,65,FP1,189,4.486,a,S2 match,0,co2a0000372,0.73828125
195,65,FP1,190,5.463,a,S2 match,0,co2a0000372,0.7421875
196,65,FP1,191,6.439,a,S2 match,0,co2a0000372,0.74609375
197,65,FP1,192,6.439,a,S2 match,0,co2a0000372,0.75
198,65,FP1,193,5.951,a,S2 match,0,co2a0000372,0.75390625
199,65,FP1,194,4.974,a,S2 match,0,co2a0000372,0.7578125
200,65,FP1,195,3.998,a,S2 match,0,co2a0000372,0.76171875
201,65,FP1,196,3.51,a,S2 match,0,co2a0000372,0.765625
202,65,FP1,197,3.021,a,S2 match,0,co2a0000372,0.76953125
203,65,FP1,198,2.533,a,S2 match,0,co2a0000372,0.7734375
204,65,FP1,199,1.068,a,S2 match,0,co2a0000372,0.77734375
205,65,FP1,200,-0.397,a,S2 match,0,co2a0000372,0.78125
206,65,FP1,201,-1.862,a,S2 match,0,co2a0000372,0.78515625
207,65,FP1,202,-2.838,a,S2 match,0,co2a0000372,0.7890625
208,65,FP1,203,-3.326,a,S2 match,0,co2a0000372,0.79296875
209,65,FP1,204,-3.815,a,S2 match,0,co2a0000372,0.796875
210,65,FP1,205,-3.815,a,S2 match,0,co2a0000372,0.80078125
211,65,FP1,206,-3.326,a,S2 match,0,co2a0000372,0.8046875
212,65,FP1,207,-2.35,a,S2 match,0,co2a0000372,0.80859375
213,65,FP1,208,-1.373,a,S2 match,0,co2a0000372,0.8125
214,65,FP1,209,-0.397,a,S2 match,0,co2a0000372,0.81640625
215,65,FP1,210,-0.397,a,S2 match,0,co2a0000372,0.8203125
216,65,FP1,211,-1.373,a,S2 match,0,co2a0000372,0.82421875
217,65,FP1,212,-2.35,a,S2 match,0,co2a0000372,0.828125
218,65,FP1,213,-3.815,a,S2 match,0,co2a0000372,0.83203125
219,65,FP1,214,-4.791,a,S2 match,0,co2a0000372,0.8359375
220,65,FP1,215,-6.256,a,S2 match,0,co2a0000372,0.83984375
221,65,FP1,216,-8.209,a,S2 match,0,co2a0000372,0.84375
222,65,FP1,217,-9.674,a,S2 match,0,co2a0000372,0.84765625
223,65,FP1,218,-9.186,a,S2 match,0,co2a0000372,0.8515625
224,65,FP1,219,-6.256,a,S2 match,0,co2a0000372,0.85546875
225,65,FP1,220,-1.373,a,S2 match,0,co2a0000372,0.859375
226,65,FP1,221,2.533,a,S2 match,0,co2a0000372,0.86328125
227,65,FP1,222,3.021,a,S2 match,0,co2a0000372,0.8671875
228,65,FP1,223,0.092,a,S2 match,0,co2a0000372,0.87109375
229,65,FP1,224,-4.791,a,S2 match,0,co2a0000372,0.875
230,65,FP1,225,-8.698,a,S2 match,0,co2a0000372,0.87890625
231,65,FP1,226,-9.674,a,S2 match,0,co2a0000372,0.8828125
232,65,FP1,227,-8.698,a,S2 match,0,co2a0000372,0.88671875
233,65,FP1,228,-7.721,a,S2 match,0,co2a0000372,0.890625
234,65,FP1,229,-8.698,a,S2 match,0,co2a0000372,0.89453125
235,65,FP1,230,-11.139,a,S2 match,0,co2a0000372,0.8984375
236,65,FP1,231,-13.58,a,S2 match,0,co2a0000372,0.90234375
237,65,FP1,232,-13.58,a,S2 match,0,co2a0000372,0.90625
238,65,FP1,233,-11.627,a,S2 match,0,co2a0000372,0.91015625
239,65,FP1,234,-8.698,a,S2 match,0,co2a0000372,0.9140625
240,65,FP1,235,-5.768,a,S2 match,0,co2a0000372,0.91796875
241,65,FP1,236,-3.326,a,S2 match,0,co2a0000372,0.921875
242,65,FP1,237,-1.862,a,S2 match,0,co2a0000372,0.92578125
243,65,FP1,238,-0.885,a,S2 match,0,co2a0000372,0.9296875
244,65,FP1,239,-0.885,a,S2 match,0,co2a0000372,0.93359375
245,65,FP1,240,-1.373,a,S2 match,0,co2a0000372,0.9375
246,65,FP1,241,-2.35,a,S2 match,0,co2a0000372,0.94140625
247,65,FP1,242,-3.326,a,S2 match,0,co2a0000372,0.9453125
248,65,FP1,243,-2.35,a,S2 match,0,co2a0000372,0.94921875
249,65,FP1,244,-0.397,a,S2 match,0,co2a0000372,0.953125
250,65,FP1,245,2.045,a,S2 match,0,co2a0000372,0.95703125
251,65,FP1,246,3.51,a,S2 match,0,co2a0000372,0.9609375
252,65,FP1,247,3.998,a,S2 match,0,co2a0000372,0.96484375
253,65,FP1,248,3.51,a,S2 match,0,co2a0000372,0.96875
254,65,FP1,249,2.533,a,S2 match,0,co2a0000372,0.97265625
255,65,FP1,250,1.556,a,S2 match,0,co2a0000372,0.9765625
256,65,FP1,251,0.58,a,S2 match,0,co2a0000372,0.98046875
257,65,FP1,252,0.092,a,S2 match,0,co2a0000372,0.984375
258,65,FP1,253,-0.885,a,S2 match,0,co2a0000372,0.98828125
259,65,FP1,254,-1.862,a,S2 match,0,co2a0000372,0.9921875
260,65,FP1,255,-2.838,a,S2 match,0,co2a0000372,0.99609375
262,65,FP2,0,-4.954,a,S2 match,1,co2a0000372,0
263,65,FP2,1,-3.001,a,S2 match,1,co2a0000372,0.00390625
264,65,FP2,2,-1.048,a,S2 match,1,co2a0000372,0.0078125
265,65,FP2,3,0.417,a,S2 match,1,co2a0000372,0.01171875
266,65,FP2,4,0.417,a,S2 match,1,co2a0000372,0.015625
267,65,FP2,5,-1.048,a,S2 match,1,co2a0000372,0.01953125
268,65,FP2,6,-2.024,a,S2 match,1,co2a0000372,0.0234375
269,65,FP2,7,-2.024,a,S2 match,1,co2a0000372,0.02734375
270,65,FP2,8,-1.536,a,S2 match,1,co2a0000372,0.03125
271,65,FP2,9,-0.559,a,S2 match,1,co2a0000372,0.03515625
272,65,FP2,10,-0.071,a,S2 match,1,co2a0000372,0.0390625
273,65,FP2,11,-0.071,a,S2 match,1,co2a0000372,0.04296875
274,65,FP2,12,-0.071,a,S2 match,1,co2a0000372,0.046875
275,65,FP2,13,-0.071,a,S2 match,1,co2a0000372,0.05078125
276,65,FP2,14,0.417,a,S2 match,1,co2a0000372,0.0546875
277,65,FP2,15,2.858,a,S2 match,1,co2a0000372,0.05859375
278,65,FP2,16,4.812,a,S2 match,1,co2a0000372,0.0625
279,65,FP2,17,6.765,a,S2 match,1,co2a0000372,0.06640625
280,65,FP2,18,7.253,a,S2 match,1,co2a0000372,0.0703125
281,65,FP2,19,6.765,a,S2 match,1,co2a0000372,0.07421875
282,65,FP2,20,5.788,a,S2 match,1,co2a0000372,0.078125
283,65,FP2,21,4.812,a,S2 match,1,co2a0000372,0.08203125
284,65,FP2,22,4.323,a,S2 match,1,co2a0000372,0.0859375
285,65,FP2,23,3.835,a,S2 match,1,co2a0000372,0.08984375
286,65,FP2,24,3.347,a,S2 match,1,co2a0000372,0.09375
287,65,FP2,25,2.858,a,S2 match,1,co2a0000372,0.09765625
288,65,FP2,26,1.882,a,S2 match,1,co2a0000372,0.1015625
289,65,FP2,27,1.882,a,S2 match,1,co2a0000372,0.10546875
290,65,FP2,28,2.37,a,S2 match,1,co2a0000372,0.109375
291,65,FP2,29,3.835,a,S2 match,1,co2a0000372,0.11328125
292,65,FP2,30,3.835,a,S2 match,1,co2a0000372,0.1171875
293,65,FP2,31,2.858,a,S2 match,1,co2a0000372,0.12109375
294,65,FP2,32,-0.071,a,S2 match,1,co2a0000372,0.125
295,65,FP2,33,-2.513,a,S2 match,1,co2a0000372,0.12890625
296,65,FP2,34,-3.001,a,S2 match,1,co2a0000372,0.1328125
297,65,FP2,35,-0.559,a,S2 match,1,co2a0000372,0.13671875
298,65,FP2,36,3.835,a,S2 match,1,co2a0000372,0.140625
299,65,FP2,37,7.741,a,S2 match,1,co2a0000372,0.14453125
300,65,FP2,38,9.206,a,S2 match,1,co2a0000372,0.1484375
301,65,FP2,39,8.718,a,S2 match,1,co2a0000372,0.15234375
302,65,FP2,40,6.276,a,S2 match,1,co2a0000372,0.15625
303,65,FP2,41,4.323,a,S2 match,1,co2a0000372,0.16015625
304,65,FP2,42,3.347,a,S2 match,1,co2a0000372,0.1640625
305,65,FP2,43,2.858,a,S2 match,1,co2a0000372,0.16796875
306,65,FP2,44,2.37,a,S2 match,1,co2a0000372,0.171875
307,65,FP2,45,1.394,a,S2 match,1,co2a0000372,0.17578125
308,65,FP2,46,-0.071,a,S2 match,1,co2a0000372,0.1796875
309,65,FP2,47,-1.048,a,S2 match,1,co2a0000372,0.18359375
310,65,FP2,48,-0.559,a,S2 match,1,co2a0000372,0.1875
311,65,FP2,49,0.905,a,S2 match,1,co2a0000372,0.19140625
312,65,FP2,50,3.835,a,S2 match,1,co2a0000372,0.1953125
313,65,FP2,51,5.788,a,S2 match,1,co2a0000372,0.19921875
314,65,FP2,52,5.788,a,S2 match,1,co2a0000372,0.203125
315,65,FP2,53,3.347,a,S2 match,1,co2a0000372,0.20703125
316,65,FP2,54,0.417,a,S2 match,1,co2a0000372,0.2109375
317,65,FP2,55,-0.559,a,S2 match,1,co2a0000372,0.21484375
318,65,FP2,56,1.394,a,S2 match,1,co2a0000372,0.21875
319,65,FP2,57,5.3,a,S2 match,1,co2a0000372,0.22265625
320,65,FP2,58,8.718,a,S2 match,1,co2a0000372,0.2265625
321,65,FP2,59,10.183,a,S2 match,1,co2a0000372,0.23046875
322,65,FP2,60,9.694,a,S2 match,1,co2a0000372,0.234375
323,65,FP2,61,9.206,a,S2 match,1,co2a0000372,0.23828125
324,65,FP2,62,9.694,a,S2 match,1,co2a0000372,0.2421875
325,65,FP2,63,10.671,a,S2 match,1,co2a0000372,0.24609375
326,65,FP2,64,10.671,a,S2 match,1,co2a0000372,0.25
327,65,FP2,65,8.718,a,S2 match,1,co2a0000372,0.25390625
328,65,FP2,66,5.3,a,S2 match,1,co2a0000372,0.2578125
329,65,FP2,67,4.323,a,S2 match,1,co2a0000372,0.26171875
330,65,FP2,68,7.253,a,S2 match,1,co2a0000372,0.265625
331,65,FP2,69,14.089,a,S2 match,1,co2a0000372,0.26953125
332,65,FP2,70,21.901,a,S2 match,1,co2a0000372,0.2734375
333,65,FP2,71,26.296,a,S2 match,1,co2a0000372,0.27734375
334,65,FP2,72,26.784,a,S2 match,1,co2a0000372,0.28125
335,65,FP2,73,24.343,a,S2 match,1,co2a0000372,0.28515625
336,65,FP2,74,20.925,a,S2 match,1,co2a0000372,0.2890625
337,65,FP2,75,19.46,a,S2 match,1,co2a0000372,0.29296875
338,65,FP2,76,18.972,a,S2 match,1,co2a0000372,0.296875
339,65,FP2,77,18.972,a,S2 match,1,co2a0000372,0.30078125
340,65,FP2,78,18.483,a,S2 match,1,co2a0000372,0.3046875
341,65,FP2,79,17.507,a,S2 match,1,co2a0000372,0.30859375
342,65,FP2,80,17.019,a,S2 match,1,co2a0000372,0.3125
343,65,FP2,81,17.507,a,S2 match,1,co2a0000372,0.31640625
344,65,FP2,82,17.995,a,S2 match,1,co2a0000372,0.3203125
345,65,FP2,83,17.019,a,S2 match,1,co2a0000372,0.32421875
346,65,FP2,84,15.066,a,S2 match,1,co2a0000372,0.328125
347,65,FP2,85,11.648,a,S2 match,1,co2a0000372,0.33203125
348,65,FP2,86,9.206,a,S2 match,1,co2a0000372,0.3359375
349,65,FP2,87,7.253,a,S2 match,1,co2a0000372,0.33984375
350,65,FP2,88,5.788,a,S2 match,1,co2a0000372,0.34375
351,65,FP2,89,3.835,a,S2 match,1,co2a0000372,0.34765625
352,65,FP2,90,1.882,a,S2 match,1,co2a0000372,0.3515625
353,65,FP2,91,0.417,a,S2 match,1,co2a0000372,0.35546875
354,65,FP2,92,0.905,a,S2 match,1,co2a0000372,0.359375
355,65,FP2,93,1.882,a,S2 match,1,co2a0000372,0.36328125
356,65,FP2,94,1.882,a,S2 match,1,co2a0000372,0.3671875
357,65,FP2,95,0.905,a,S2 match,1,co2a0000372,0.37109375
358,65,FP2,96,-1.048,a,S2 match,1,co2a0000372,0.375
359,65,FP2,97,-2.513,a,S2 match,1,co2a0000372,0.37890625
360,65,FP2,98,-2.024,a,S2 match,1,co2a0000372,0.3828125
361,65,FP2,99,-0.071,a,S2 match,1,co2a0000372,0.38671875
362,65,FP2,100,1.882,a,S2 match,1,co2a0000372,0.390625
363,65,FP2,101,2.37,a,S2 match,1,co2a0000372,0.39453125
364,65,FP2,102,1.394,a,S2 match,1,co2a0000372,0.3984375
365,65,FP2,103,-1.048,a,S2 match,1,co2a0000372,0.40234375
366,65,FP2,104,-3.001,a,S2 match,1,co2a0000372,0.40625
367,65,FP2,105,-4.954,a,S2 match,1,co2a0000372,0.41015625
368,65,FP2,106,-7.884,a,S2 match,1,co2a0000372,0.4140625
369,65,FP2,107,-10.813,a,S2 match,1,co2a0000372,0.41796875
370,65,FP2,108,-13.743,a,S2 match,1,co2a0000372,0.421875
371,65,FP2,109,-16.184,a,S2 match,1,co2a0000372,0.42578125
372,65,FP2,110,-17.161,a,S2 match,1,co2a0000372,0.4296875
373,65,FP2,111,-16.184,a,S2 match,1,co2a0000372,0.43359375
374,65,FP2,112,-15.696,a,S2 match,1,co2a0000372,0.4375
375,65,FP2,113,-16.184,a,S2 match,1,co2a0000372,0.44140625
376,65,FP2,114,-17.161,a,S2 match,1,co2a0000372,0.4453125
377,65,FP2,115,-18.138,a,S2 match,1,co2a0000372,0.44921875
378,65,FP2,116,-18.626,a,S2 match,1,co2a0000372,0.453125
379,65,FP2,117,-18.626,a,S2 match,1,co2a0000372,0.45703125
380,65,FP2,118,-18.626,a,S2 match,1,co2a0000372,0.4609375
381,65,FP2,119,-17.649,a,S2 match,1,co2a0000372,0.46484375
382,65,FP2,120,-15.696,a,S2 match,1,co2a0000372,0.46875
383,65,FP2,121,-12.278,a,S2 match,1,co2a0000372,0.47265625
384,65,FP2,122,-7.884,a,S2 match,1,co2a0000372,0.4765625
385,65,FP2,123,-4.954,a,S2 match,1,co2a0000372,0.48046875
386,65,FP2,124,-3.489,a,S2 match,1,co2a0000372,0.484375
387,65,FP2,125,-3.977,a,S2 match,1,co2a0000372,0.48828125
388,65,FP2,126,-4.466,a,S2 match,1,co2a0000372,0.4921875
389,65,FP2,127,-3.977,a,S2 match,1,co2a0000372,0.49609375
390,65,FP2,128,-1.048,a,S2 match,1,co2a0000372,0.5
391,65,FP2,129,1.882,a,S2 match,1,co2a0000372,0.50390625
